[Configuration]
controller_type = dlqr-event
reference_type = sine-wave
A = [ [ 9.9860906100e-01  ,  -1.1312366800e-04 ] , [ 9.9860906100e-01  ,  -1.1312366800e-04 ] ] 
B = [ [ 8.6104000000e-03] , [8.0799000000e-04 ]]
K = [ [ -5.0501400000e+01  ,  -9.2400000000e+02 ]]
event_a = 1.0000000000e+01
event_b = 2.0000000000e-01
event_sigma = 1.0000000000e-02
refresh_rate = 4.3674053192e+01

[Table]
time_us,pulse_qc,setpoint_current_mA,actual_current_mA,epos_velocity_unfiltered_rpm,calculated_velocity_rad/s,tracked_reference,event_max_error,event_error
             1926831,                 255,    2.9068576660e+03,                4007,                  30,    8.1165295839e-01,    3.5846813965e+02,    6.6346440315e+00,    2.6401450634e+00
             1936875,                 261,    2.9068576660e+03,                2879,                  30,    5.3619998693e-01,    3.6894784546e+02,    6.6256756783e+00,    3.2904303074e+00
             1946828,                 265,    2.9068576660e+03,                2895,                   0,    3.6073446274e-01,    3.7788369751e+02,    6.6174426079e+00,    7.8187055588e+00
             1956872,                 270,    5.4151635742e+03,                2928,                   0,    4.4683307409e-01,    3.8540347290e+02,    6.6060924530e+00,    0.0000000000e+00
             1966829,                 278,    5.4151635742e+03,                2928,                  30,    7.2117912769e-01,    3.9134365845e+02,    6.5891790390e+00,    2.0780119896e+00
             1976872,                 285,    5.4151635742e+03,                2879,                  30,    6.2562918663e-01,    3.9578399658e+02,    6.5715470314e+00,    4.6229519844e+00
             1986964,                 303,    5.4151635742e+03,                5425,                  60,    1.6009446383e+00,    3.9865896606e+02,    6.5381913185e+00,    1.9778207779e+01
             1996933,                 328,    1.5524504395e+03,                5425,                  90,    2.2509737015e+00,    3.9992572021e+02,    6.4943003654e+00,    0.0000000000e+00
             2006828,                 346,    1.5524504395e+03,                5425,                  60,    1.6328209639e+00,    3.9963195801e+02,    6.4573030472e+00,    1.8304225922e+01
             2016867,                 359,    8.8321423340e+02,                5393,                  30,    1.1623469591e+00,    3.9775582886e+02,    6.4244060516e+00,    0.0000000000e+00
             2026828,                 356,    8.8321423340e+02,                1558,                 -30,   -2.7033618093e-01,    3.9433059692e+02,    6.4096980095e+00,    1.4944546223e+00
             2036869,                 342,    8.8321423340e+02,                1590,                 -30,   -1.2515075207e+00,    3.8931512451e+02,    6.4067058563e+00,    8.8931722641e+00
             2046833,                 329,    3.7994040527e+03,                 881,                 -30,   -1.1710900068e+00,    3.8280676270e+02,    6.4007153511e+00,    0.0000000000e+00
